"Artikel-Nr.","Bezeichnung","EAN-Nr.","Lagerbestand","ME","MwSt.-satz"
5103,"Beline Diabetiker Fußbalsam 75ml","4013032000173",14.00,"Stck.",19.00
5104,"Always Ultra Secure Night 8er","8001841370750",84.00,"Stck.",7.00
5105,"Carefree Plus Original Frischeduft 56er","3574661487397",19.00,"Stck.",7.00
5107,"Carefree Plus Large Frischeduft 48er","3574661487373",4.00,"Stck.",7.00
5108,"BB Black Line Bath&Shower Gel 500ml","4008268011123",6.00,"Stck.",19.00
5112,"BB Black Line Hand&Body Lotion 500ml","4008268011154",12.00,"Stck.",19.00
5117,"Fischar Kupfersulfat 140g","4008978114701",27.00,"Stck.",19.00
5118,"Fischar Kupfersulfat 1kg","4008978114718",9.00,"Stck.",19.00
5120,"Movida Color 32 schokobraun","3600540615947",14.00,"Stck.",19.00
5121,"Always Ultra Nacht mit Flügel 9er","4015400413868",56.00,"Stck.",7.00
5122,"BB Bot.Mulberry&Lemongras Flüssig Seife OP 300ml","4008268013974",13.00,"Stck.",19.00
5123,"BB Bot.Orange&Rose Flüssig Seife OP 300ml","4008268013950",12.00,"Stck.",19.00
5125,"Always Ultra Normal 14er","8001841224053",130.00,"Stck.",7.00
5126,"Always Ultra Normal mit Flügel 12er","8001841224008",112.00,"Stck.",7.00
5127,"Always Ultra Long Plus 10er","4015400413837",53.00,"Stck.",7.00
5129,"Carefree Cotton 56er","3574661485607",17.00,"Stck.",7.00
5130,"Movida Color 23 kastanie","4002441018237",12.00,"Stck.",19.00
5131,"Fischar Citronensäure 1 kg","4008978132811",2.00,"Stck.",19.00
5132,"Beline Schrunden-Fußbalsam 75ml","4013032000043",66.00,"Stck.",19.00
5134,"Movida Color 29 kühles hellbraun","3600541152328",6.00,"Stck.",19.00
5136,"Beline Beincreme 75ml","4400066129114",34.00,"Stck.",19.00
5140,"Fischar Hirschhornsalz 40g","",0.00,"Stck.",7.00
5141,"Beline Fußcreme 75ml","4400066129145",27.00,"Stck.",19.00
5144,"Movida Color 10 goldblond","4002441018107",0.00,"Stck.",19.00
5145,"Fischar Kalialaun Sandform 1kg","4008978135614",22.00,"Stck.",19.00
5147,"Movida Color 13 noisette","4002441018138",39.00,"Stck.",19.00
5148,"Movida Color 31 helles schokobraun","3600541152427",15.00,"Stck.",19.00
5149,"Fischar Kalisalpeter 120g","4008978114305",10.00,"Stck.",19.00
5152,"Movida Color 22 rotkupfer","4002441018220",22.00,"Stck.",19.00
5155,"Movida Color 30 mahagoni","4002441018305",25.00,"Stck.",19.00
5156,"Movida Color 35 braun","4002441018350",9.00,"Stck.",19.00
5157,"Movida Color 40 dunkle kirsche","4002441018404",10.00,"Stck.",19.00
5158,"Movida Color 45 dunkelbraun","4002441018459",22.00,"Stck.",19.00
5162,"Movida Color 50 cassis","4002441018503",23.00,"Stck.",19.00
5163,"Fischar Natriumhydroxid 1kg","4008978115654",0.00,"Stck.",19.00
5164,"Fischar Natriumhydroxid 5kg","4008978137151",1.00,"Stck.",19.00
5170,"Fischar Pottasche 30g","",3.00,"Stck.",19.00
5172,"Fischar Schlämmkreide 400g","4008978117016",0.00,"Stck.",19.00
5177,"Movida Color 55 schwarz","3600540023391",29.00,"Stck.",19.00
5178,"Fischar Schwefelschn.unv.Einl.20er","4008978117412",12.00,"Stck.",19.00
5179,"Movida Color 17 goldkupfer","4002441018176",8.00,"Stck.",19.00
5180,"Carefree Plus Large Aloe 48er","3574661487366",29.00,"Stck.",7.00
5182,"Fischar Schwefelschn.Papiereinl.10er","4008978117917",0.00,"Stck.",19.00
5184,"Fischar Soda roh-kalz.700g","4008978118105",11.00,"Stck.",19.00
5185,"Fischar Soda roh-Kalz.3kg","4008978138813",5.00,"Stck.",19.00
5186,"Fischar Talkum 60g","4008978118310",13.00,"Stck.",19.00
5189,"Fischar Talkum 500g","4008978138431",3.00,"Stck.",19.00
5190,"Fischar Weinsäure 50g","4008978118600",9.00,"Stck.",19.00
5191,"Fischar 2-Propanol 99% 1l","4008978183608",0.00,"Stck.",19.00
5192,"Carefree Plus Long 40er","3574661487359",19.00,"Stck.",7.00
5193,"Carefree Plus Long Frischeduft 40er","3574661487342",5.00,"Stck.",7.00
5194,"Destilliertes Wasser 2 Liter","4002832001138",49.00,"Stck.",19.00
5195,"Fischar Petroleum 1 Liter","4008978203313",3.00,"Stck.",19.00
5197,"Movida Color 26 goldbraun","4002441018268",16.00,"Stck.",19.00
5199,"Fischar Reinigungsbenzin 1 Liter","4008978201616",4.00,"Stck.",19.00
5200,"Frigeo Knusper Puffreis 80g","4033500101577",28.00,"Stck.",7.00
5204,"Emeukal Blockmalz 100g","4009077015098",35.00,"Stck.",7.00
5205,"Bach Original Bonbons 50g","4008890003404",31.00,"Stck.",7.00
5209,"Bach Original Globulini 10g","4008890003442",7.00,"Stck.",19.00
5210,"Emeukal Klassisch m.Z. 75g","4009077024052",63.00,"Stck.",7.00
5211,"Emeukal Klassisch m.Z. 150g","4009077024007",16.00,"Stck.",7.00
5212,"Emeukal Johannisbeere o.Z. 75g","4009077024304",33.00,"Stck.",7.00
5213,"Soldan Bärengarten Multivit.Bären zuckerreduz.140g","4009077031609",25.00,"Stck.",7.00
5214,"Bach Original Tropfen 10ml","4008890003411",28.00,"Stck.",19.00
5215,"Emeukal Kinder Gummidrops Wildkirsche 75g","4009077020856",21.00,"Stck.",7.00
5216,"Emeukal Salbei m.Z. 75g","4009077024502",73.00,"Stck.",7.00
5218,"Emeukal Anis-Fenchel o.Z. 75g (Anifen)","4009077024557",31.00,"Stck.",7.00
5219,"Emeukal Ingwer Orange o.Z.75g","4009077026018",13.00,"Stck.",7.00
5220,"Emeukal Granatapfel-Honig m.Z. 75g","4009077026049",56.00,"Stck.",7.00
5221,"Emeukal Kinder Lolly o.Z. 100er Box","4009077611511",7.00,"Stck.",7.00
5227,"Anginetten Halstabletten zuckerfrei 24er","4008617148005",31.00,"Stck.",19.00
5229,"Emeukal Salbei-Honig m.Z. 75g","4009077024762",26.00,"Stck.",7.00
5230,"Emeukal Kinder Minis m.Z. 40g","4009077026605",23.00,"Stck.",7.00
5231,"Emeukal Kinder Minis o.Z. 40g","4009077026551",66.00,"Stck.",7.00
5235,"Dallmann Salbeibonbon","4011932228284",76.00,"Stck.",7.00
5237,"Ricola Beutel Kräuterzucker m.Z.75g","7610700945001",100.00,"Stck.",7.00
5238,"Ricola Dose Kräuterzucker m.Z.250g","7610700600054",98.00,"Stck.",7.00
5239,"Soldan Bärengarten Joghurt Bären 125g","4009077081208",11.00,"Stck.",7.00
5240,"Soldan Bärengarten Leichte Bären o.Z.150g","4009077081345",11.00,"Stck.",7.00
5241,"Soldan Bärengarten Multivit.Bären 125g","4009077081390",19.00,"Stck.",7.00
5242,"Ricola Beutel Apfelminze o.Z.75g","7610700945834",54.00,"Stck.",7.00
5244,"Ricola Beutel Holunderblüten o.Z.75g","7610700945070",12.00,"Stck.",7.00
5245,"Soldan Bärengarten Waldfrucht Bären 150g","4009077081369",18.00,"Stck.",7.00
5247,"Ricola Beutel Cranberry o.Z.75g","7610700623053",31.00,"Stck.",7.00
5248,"Ricola Box Holunderblüten o.Z.50g","7610700946442",3.00,"Stck.",7.00
5256,"Ricola Beutel Salbei o.Z.75g","7610700945117",46.00,"Stck.",7.00
5261,"Emeukal Honig m.Z. 75g","4009077024458",31.00,"Stck.",7.00
5262,"Natreen Tabletten 500er","8711000005552",8.00,"Stck.",7.00
5267,"Emeukal MINIS Klassisch o.Z.35g","4009077029156",147.00,"Stck.",7.00
5268,"Natreen NF 3x500er","8711000005606",9.00,"Stck.",7.00
5269,"Emeukal MINIS Salbei o.Z.35g","4009077029163",189.00,"Stck.",7.00
5272,"Geko Onewe Btl.20g","4260015659037",273.00,"Stck.",19.00
5273,"Emeukal Hanf Zitrone o.Z. 75g","4009077026063",162.00,"Stck.",7.00
5274,"Blitz Einmachglasverschliessmittel 20ml","4012691401055",145.00,"Stck.",19.00
5275,"Kitzinger Obstessig klar 750ml","4025400220175",6.00,"Stck.",7.00
5276,"Emeukal Kinder Gummidrops Coole Walderdbeere 75g","4009077020863",86.00,"Stck.",7.00
5277,"Emeukal Kinder Walderdbeere Honig m.Z.75g","4009077025172",88.00,"Stck.",7.00
5279,"Emeukal Kinder m.Z.75g","4009077020122",75.00,"Stck.",7.00
5283,"Dextropur Plus 400g","4046800113416",11.00,"Stck.",7.00
5284,"Ovomaltine Schoko Beutel 450g","7612100023617",9.00,"Stck.",7.00
5285,"Ovomaltine Beutel 500g","7612100054826",7.00,"Stck.",7.00
5289,"Ricola Box Salbei o.Z.50g","7610700946398",12.00,"Stck.",7.00
5291,"Ricola Beutel Aktiv Frei o.Z.75g","7610700002872",52.00,"Stck.",7.00
5293,"Ricola Box Kräuter o.Z.50g","7610700607008",18.00,"Stck.",7.00
5297,"Ricola Box Zitrone o.Z.50g","7610700946053",19.00,"Stck.",7.00
5300,"WUNDmed Mehrfach Kompresse kalt/warm","4260206620754",21.00,"Stck.",19.00
5303,"Hansa Classic 2x6 1265","40058054",8.00,"Stck.",19.00
5305,"Hansa Strips Extra Robust waterproof 16er 48598","4005800030444",24.00,"Stck.",19.00
5306,"WUNDmed Esslätzchen 64x36cm 50er","4260206624912",11.00,"Stck.",19.00
5308,"Hansa Classic 1x6 1145","4005800001833",114.00,"Stck.",19.00
5310,"Hansa Strips Silicone Soft XL 5er 48735","4005800194221",22.00,"Stck.",19.00
5311,"Hansa Strips Aqua Protect 20er 76533","4005800431241",38.00,"Stck.",19.00
5312,"Hansa Strips Finger 16er 76861","4005800072659",45.00,"Stck.",19.00
5313,"Hansa Fußgelenk Bandage 1er     2579","4005800095450",24.00,"Stck.",19.00
5314,"Hansa Handgelenk Bandage 1er 2578","4005800095443",24.00,"Stck.",19.00
5315,"WUNDmed Nagelfeile 12cm","4260206622802",55.00,"Stck.",19.00
5316,"Hansa Elastic 1x6 2607","4005800174612",40.00,"Stck.",19.00
5318,"Hansa Knie Bandage 1er 2580","4005800095498",24.00,"Stck.",19.00
5319,"Hansa Wundspray 50ml","4005800197277",18.00,"Stck.",19.00
5320,"Hansa Wundheilsalbe 20g","4005800198168",37.00,"Stck.",19.00
5321,"WUNDmed Kines.Tape gelb 5cmx5m","4260206625346",5.00,"Stck.",19.00
5322,"WUNDmed Nagelzange 10.5cm","4260206622369",13.00,"Stck.",19.00
5323,"Hansa Water Resistant 1x6 45901","4005800099755",21.00,"Stck.",19.00
5324,"WUNDmed Kines.Tape pink 5cmx5m","4260206625353",7.00,"Stck.",19.00
5326,"WUNDmed Kines.Tape schwarz 5cmx5m","4260206625339",10.00,"Stck.",19.00
5327,"WUNDmed Kines.Tape blau 5cmx5m","4260206625360",13.00,"Stck.",19.00
5328,"Hansa Strips Water Resistant 20er 45906","4005800099922",28.00,"Stck.",19.00
5329,"Hansa Strips Water Resistant 40er 45907","4005800099960",50.00,"Stck.",19.00
5330,"Hansa Sprühpflaster 32.5ml 1861","4005800004339",6.00,"Stck.",19.00
5331,"WUNDmed Krankenunterlage 40x60cm 20er","4260206624875",9.00,"Stck.",19.00
5332,"WUNDmed Mikrofasertuch 1er","4260206622925",87.00,"Stck.",19.00
5333,"WUNDmed Krankenunterlage 90x60cm 10er","4260206624882",0.00,"Stck.",19.00
5334,"WUNDmed Matrazenschoner 210x90x20cm 10er","4260206624899",13.00,"Stck.",19.00
5335,"Leukofix 5x1.25 2121","42078982",10.00,"Stck.",19.00
5336,"Leukofix 5x2.5 2122","42078999",18.00,"Stck.",19.00
5338,"Leukoplast 5x1.25 1521","42078869",4.00,"Stck.",19.00
5339,"Leukoplast 5x2.5 1522","42078876",22.00,"Stck.",19.00
5340,"WUNDmed Nierenschale Pappe 10er","4260206625032",7.00,"Stck.",19.00
5341,"Leukoplast Wasserfest 5x1.25 2321","42078951",10.00,"Stck.",19.00
5342,"Leukoplast Wasserfest 5x2.5 2322","42078968",20.00,"Stck.",19.00
5343,"WUNDmed Schnabelbecher+Deckel 250ml","4260206624967",47.00,"Stck.",19.00
5344,"Leukosilk 5x1.25 1021","42078753",2.00,"Stck.",19.00
5345,"Leukosilk 5x2.5 1022","42078760",0.00,"Stck.",19.00
5346,"WUNDmed Dunstfilter 57x47cm 2er","4260206620389",26.00,"Stck.",19.00
5348,"WUNDmed Pflaster Strips transparent 20er","4260206622017",38.00,"Stck.",19.00
5349,"WUNDmed Tablettencrusher","4260206625001",35.00,"Stck.",19.00
5350,"WUNDmed Erste Hilfe Set Traveller 36er","4260206624158",6.00,"Stck.",19.00
5351,"Leina Sterilkompressen 5cmx5cm 1er","",433.00,"Stck.",19.00
5352,"Hansa Strips Kids Boys 20er 48641","4005800187872",25.00,"Stck.",19.00
5354,"Leina Mullbinde 10cm cello","",93.00,"Stck.",19.00
5355,"Leina Mullbinde 8cm cello","",73.00,"Stck.",19.00
5356,"Leina Mullbinde 6cm cello","",178.00,"Stck.",19.00
5359,"WUNDmed Urinflaschenbürste 37cm","4260206624998",42.00,"Stck.",19.00
5361,"Leina Verbandmull 2m","",55.00,"Stck.",19.00
5362,"Leina Mullbinde 4cm cello","",184.00,"Stck.",19.00
5363,"WUNDmed Luftballons 30er","4007937435307",42.00,"Stck.",19.00
5364,"Hansa Sport Cooling Gel 100ml","4005800179570",12.00,"Stck.",19.00
5365,"Leina Verbandmull 5m","",74.00,"Stck.",19.00
5366,"Hansa Lärmstop 6 Stück 1113","4005800002137",0.00,"Stck.",19.00
5367,"WUNDmed Autoschwamm 1er","4260206620068",35.00,"Stck.",19.00
5368,"Leina Verbandmull 1m","",50.00,"Stck.",19.00
5369,"Thermaplast Wärme Pad 22x10cm 2er","4005800189692",0.00,"Stck.",19.00
5370,"Leina Idealbinde 10cm cello","4011166601075",19.00,"Stck.",19.00
5371,"Leina Idealbinde 8cm cello","4011166601068",50.00,"Stck.",19.00
5372,"Leina Idealbinde 6cm cello","4011166601051",39.00,"Stck.",19.00
5373,"Leina Idealbinde 4cm cello","4011166601044",17.00,"Stck.",19.00
5374,"Hansa Classic Fix 5x1.25 1167","4005800140105",19.00,"Stck.",19.00
5375,"Hansa Classic Fix 5x2.5 1169","4005800001710",15.00,"Stck.",19.00
5378,"WUNDmed Fenstertuch 40x35cm 1er","4260206622956",5.00,"Stck.",19.00
5379,"WUNDmed Pechfackel 45x10cm","4260206624547",6.00,"Stck.",19.00
5381,"Hansa Strips Elastic waterproof 20er 48346","4005800043932",25.00,"Stck.",19.00
5382,"WUNDmed Erste Hilfe Set","4260206620587",49.00,"Stck.",19.00
5385,"WUNDmed Pflaster sensitive 0.5mx6cm","4260206620600",74.00,"Stck.",19.00
5386,"WUNDmed Pflaster wasserfest 0.5mx6cm","4260206620778",67.00,"Stck.",19.00
5387,"WUNDmed Rettungsdecke 160x210cm","4260206620662",37.00,"Stck.",19.00
5388,"Hansa Strips Kids Girls 20er 48371","4005800187834",19.00,"Stck.",19.00
5390,"WUNDmed Wasserbomben 20er","4007937230513",36.00,"Stck.",19.00
5391,"WUNDmed Pflaster Selbsthaftend 2.5cm4m","4260206624059",31.00,"Stck.",19.00
5392,"L.Badethermometer Fischform","4016657116250",527.00,"Stck.",19.00
5393,"WUNDmed Verbandschere 15cm","4260206626152",25.00,"Stck.",19.00
5395,"WUNDmed Warnweste Erwachsene","4260206624189",38.00,"Stck.",19.00
5396,"WUNDmed Warnweste Kinder","4260206624196",1.00,"Stck.",19.00
5397,"WUNDmed Sekundenkleber SB 2x3g","4260206626190",88.00,"Stck.",19.00
5398,"WUNDmed Bodentuch 50x55cm 1er","4260206620839",48.00,"Stck.",19.00
5399,"WUNDmed Taschenstielkamm versenkbar 11.5cm","4260206622581",11.00,"Stck.",19.00
5400,"WUNDmed Fingerlinge 6er","4260206624776",38.00,"Stck.",19.00
5401,"WUNDmed Bambus Vital Pads 10er","4260206626626",18.00,"Stck.",19.00
5402,"Tesa PP Packband 66x50 64014-00038-00","4042448029355",205.00,"Stck.",19.00
5403,"WUNDmed Sprühpflaster 40ml","4260206621270",28.00,"Stck.",19.00
5405,"WUNDmed Fieberthermometer digital","4260206627531",10.00,"Stck.",19.00
5406,"WUNDmed Bimsschwamm","4260206620563",28.00,"Stck.",19.00
5407,"WUNDmed Einmalhandschuhe Latex S 100er","4260206620037",8.00,"Stck.",19.00
5409,"WUNDmed Zecken Set 14-teilig","4014424002591",41.00,"Stck.",19.00
5410,"WUNDmed Bio-Entkalker Citro Doppelbtl.","4260206620709",61.00,"Stck.",19.00
5411,"Tesa Easy Cut Compact 53827","4042448230287",10.00,"Stck.",19.00
5412,"Tesa Easy Cut Compact+2xFilm 33x19 53832","4042448242013",89.00,"Stck.",19.00
5413,"WUNDmed Pflaster Strips sort.50er","4260206624202",17.00,"Stck.",19.00
5414,"WUNDmed Einmalhandschuhe Latex M 100er","4260206622833",4.00,"Stck.",19.00
5415,"WUNDmed Einmalhandschuhe Latex L 100er","4260206622840",0.00,"Stck.",19.00
5416,"WUNDmed Fixierpflaster transp.5mx2.5cm","4260206620112",25.00,"Stck.",19.00
5417,"Uhu Sekunden-Kleber Gel 3g","4026700487909",13.00,"Stck.",19.00
5418,"WUNDmed Fliegenklatsche","4260206622864",39.00,"Stck.",19.00
5419,"WUNDmed Fußsohlenwärmer 36-40 (S)","4260206627463",37.00,"Stck.",19.00
5420,"Tesa Mini Abroller+2 Tesafilm 10mx19mm 57859","4042448855916",16.00,"Stck.",19.00
5421,"WUNDmed Geburtstagskerzen 24er","4260206627036",31.00,"Stck.",19.00
5422,"Tesa Korrektur Roller OP 59840","4042448111340",0.00,"Stck.",19.00
5423,"Tesa Korrektur Roller NF 59841","4042448111357",2.00,"Stck.",19.00
5425,"Tesa Handabroller 10x15 57443","4042448899248",12.00,"Stck.",19.00
5426,"Tesa Easy Cut Frame 53831","4042448230324",20.00,"Stck.",19.00
5428,"WUNDmed Einwegrasierer LADY 5er","4260206622437",11.00,"Stck.",19.00
5430,"L.Bastelschere","4016657144109",43.00,"Stck.",19.00
5431,"Heitm.Ostern Banderole Tradition 12er 1007798","4062196077989",47.00,"Stck.",19.00
5434,"WUNDmed Spültuch 35x35cm 2er","4260206621454",52.00,"Stck.",19.00
5435,"WUNDmed Inko-Slip Tag M 18er","4260206624813",4.00,"Stck.",19.00
5436,"Räucherkerzen Alpenrose 5er","4009727000276",107.00,"Stck.",19.00
5438,"Räucherkerzen Santa Claus 5er","4009727000832",168.00,"Stck.",19.00
5439,"Bolsius Teelichter mit Hülle 100er","8717847017185",58.00,"Stck.",19.00
5440,"WUNDmed Fußsohlenwärmer 41-45 (L)","4260206627487",30.00,"Stck.",19.00
5441,"Räucherkerzen Apfel-Zimt 5er","4009727000238",2.00,"Stck.",19.00
5443,"WUNDmed Pflaster Strips Euro 20er","4260206622000",54.00,"Stck.",19.00
5444,"WUNDmed Gummihandschuhe klein","4260206620716",49.00,"Stck.",19.00
5445,"Tesa Multi-Film 10x19          57329","4042448040008",12.00,"Stck.",19.00
5446,"WUNDmed Gummihandschuhe mittel","4260206620723",8.00,"Stck.",19.00
5447,"WUNDmed Gummihandschuhe groß","4260206620730",35.00,"Stck.",19.00
5448,"WUNDmed Heftpflaster 2.5mx2.5cm","4260206624523",20.00,"Stck.",19.00
5449,"Räucherkerzen Christrose 5er","4009727000405",79.00,"Stck.",19.00
5450,"Räucherkerzen Schoko Nuss 5er","4009727000849",157.00,"Stck.",19.00
5451,"Räucherkerzen Weihnachtsmärchen 5er","4009727000382",43.00,"Stck.",19.00
5452,"Räucherkerzen Myrrhe Weihrauch 5er","4009727000399",40.00,"Stck.",19.00
5453,"WUNDmed Gartenarbeitshandschuhe Damen","4260206620976",26.00,"Stck.",19.00
5454,"WUNDmed Gartenarbeitshandschuhe Herren","4260206620983",104.00,"Stck.",19.00
5455,"WUNDmed Heftpflaster 5mx1.25cm","4260206624516",30.00,"Stck.",19.00
5457,"WUNDmed Mehrfach Kompresse Kalt/Warm+Vlieshülle","4260206627920",7.00,"Stck.",19.00
5458,"Deti Universalbügel Einmachgläser 6er","4009275050907",43.00,"Stck.",19.00
5459,"Bolsius Wachsklebeplättchen 24er","8711711990017",96.00,"Stck.",19.00
5460,"Kerzen Grablichter 40-Std.-Brenner 4er (Nr.40)","4009207213035",5.00,"Stck.",19.00
5461,"Bolsius Grablichter 3-Tage-Bren.Gold","8717847074676",264.00,"Stck.",19.00
5462,"WUNDmed Inko-Slip Tag XL 18er","4260206624837",2.00,"Stck.",19.00
5464,"Räucherkerzen Lavendel 6er","4009727000153",86.00,"Stck.",19.00
5465,"Räucherkerzen Edeltanne 6er","4009727000160",106.00,"Stck.",19.00
5466,"Räucherkerzen Weihrauch rot 6er","4009727000177",369.00,"Stck.",19.00
5467,"Räucherkerzen Weihrauch schwarz 6er","4009727000184",416.00,"Stck.",19.00
5468,"WUNDmed Hornhautfeile doppelseitig 22.8cm","4260206622390",28.00,"Stck.",19.00
5469,"Räucherkerzen Marzipan 5er","4009727000702",154.00,"Stck.",19.00
5470,"WUNDmed Feinmechanik Öl 100ml","4260206621225",52.00,"Stck.",19.00
5471,"Tesa Office-Film 33x15         57371","",9.00,"Stck.",19.00
5472,"Tesa Office-Film 66x15         57372","4042448036049",78.00,"Stck.",19.00
5473,"Räucherkerzen Kaffee 5er","4009727000696",175.00,"Stck.",19.00
5474,"Räucherkerzen Sahne Karamell 5er","4009727000320",150.00,"Stck.",19.00
5475,"WUNDmed Pflasterbox Metall 36er","4260206627913",24.00,"Stck.",19.00
5476,"Heitm.Ostern Selbstklebebild 4044","4052400040441",18.00,"Stck.",19.00
5477,"Heitm.Ostern Kaltfarben 5er 1007796","4062196077965",246.00,"Stck.",19.00
5478,"Heitm.Ostern Zartes Pastell 5er 1007794","4062196077941",23.00,"Stck.",19.00
5479,"Heitm.Ostern Selbstklebebild 4117","4052400041172",81.00,"Stck.",19.00
5480,"WUNDmed Verbandklammer 20er","4260206620136",17.00,"Stck.",19.00
5481,"Heitm.Ostern Iris Eierfarben 5er 1007784","4062196077842",680.00,"Stck.",19.00
5482,"Streusalz 8x3kg","4260073471114",684.00,"Stck.",19.00
5483,"Streusalz 10 kg","4260073471091",222.00,"Stck.",19.00
5484,"Heitm.Ostern Expressfarben 5er 1007783","4062196077835",97.00,"Stck.",19.00
5485,"Tesafix PET Folie 50mx12mm 04965-00176-00","4005800198847",72.00,"Stck.",19.00
5486,"WUNDmed Netzbadeschwamm SB","4260206625803",49.00,"Stck.",19.00
5488,"WUNDmed Bad-und Massageschwamm 1er","4260206620617",62.00,"Stck.",19.00
5489,"WUNDmed Insektenschwamm","4260206620952",32.00,"Stck.",19.00
5490,"Uhu Etiketten-Löser 25ml","4026700489101",10.00,"Stck.",19.00
5491,"Bolsius Grablichter 3-Tage-Brenner","8717847084538",200.00,"Stck.",19.00
5492,"Kitzinger Blaulauge spezial 250ml","4025400001637",4.00,"Stck.",19.00
5493,"Heitm.Ostern Färbeblättchen (Brauns) 5er 1007781","4062196077811",275.00,"Stck.",19.00
5494,"Tesa Multi-Film 10x15          57315","4042448039941",2.00,"Stck.",19.00
5495,"Tesa Multi-Film 33x15          57316","4042448039972",30.00,"Stck.",19.00
5496,"WUNDmed Spül- und Topfschwamm 2er","4260206620075",56.00,"Stck.",19.00
5497,"WUNDmed Ohrenstöpsel 4er","4260206620099",40.00,"Stck.",19.00
5498,"WUNDmed Haus-Allzwecktücher 38x36 3er","4260206620846",45.00,"Stck.",19.00
5499,"Räucherkerzen Weihnachtsmarkt Pfefferkuchen 5er","4009727000740",51.00,"Stck.",19.00
5500,"WUNDmed Zahnprothesen Dose 3-teilig","4260206625018",20.00,"Stck.",19.00
5502,"Tesa Fix Bastelband 2.75mx38mm 56665","4042448051707",9.00,"Stck.",19.00
5503,"WUNDmed Scheuertuch hell 50x60 1er","4260206620624",78.00,"Stck.",19.00
5506,"WUNDmed Selbsthaftende Bandage 4.5mx5cm","4260206620143",0.00,"Stck.",19.00
5507,"WUNDmed Spül- und Topfschwamm 10er","4260206620082",71.00,"Stck.",19.00
5514,"Tesa Power Strips Haken Large 2er 58013","4042448105035",18.00,"Stck.",19.00
5515,"Tesa Power Strips Large 10er 58000","4042448103932",23.00,"Stck.",19.00
5516,"WUNDmed Tablettenbox für 6 Tage","4260206621867",27.00,"Stck.",19.00
5519,"Tesa Power Strips Poster 20er 58003","4042448103918",11.00,"Stck.",19.00
